chr	start	end	ID	gene	mean	BMS-59.stitched.bam	BMS-60.stitched.bam	BMS-61.stitched.bam	BMS-62.stitched.bam	BMS-63.stitched.bam	BMS-64.stitched.bam	BMS-66.stitched.bam	BMS-67.stitched	BMS-68.stitched	BMS-69.stitched	BMS-70.stitched	BMS-71.stitched	BMS-72.stitched
chr1	11186656	11186875	50	MTOR_Exon46_NM004958	0.906335477393523195	0.954954298249179796	0.915234740403755893	0.942616041362903156	0.989833905969564426	0.891097244589136308	0.871369684486505195	0.903710112244082151	0.899163431060976815	0.934863877063941975	0.975260852322789966	0.763151736927172239	0.850142399137679893	0.890962882298113725
chr1	11187044	11187223	51	MTOR_Exon45_NM004958	1.17116784650733013	1.33546512651089928	1.1273177476788137	1.23472894193890963	1.31750948344715437	1.17560419617482441	1.24030106588320709	1.14934956287784931	1.07753386896463343	1.31935646531881331	1.23609543417592231	0.933688437916484471	0.988754484906455345	1.08947718880132503
chr1	11187658	11187885	52	MTOR_Exon44_NM004958	1.28094839460228755	1.29504494967810571	1.22717385073956518	1.32477189640836117	1.41961626964696175	1.29767763378895029	1.32622204809778567	1.33553033347334633	1.34170692164663646	1.25195848446182749	1.33187917298912626	1.01534292860658368	1.19651982792649421	1.28888481236599398
chr1	11188038	11188205	53	MTOR_Exon43_NM004958	1.38431981639422496	1.43297084210206449	1.24368815574941185	1.48455478039529076	1.5911215443705678	1.51752500601181354	1.45978325816114729	1.49547058918248962	1.29432043752448006	1.36247143143653915	1.56765764965874777	1.10916752910405696	1.11829831556561629	1.31912807386269886
chr1	11188488	11188631	54	MTOR_Exon42_NM004958	1.15661031634659097	1.13969039786909433	1.03940888289308053	1.21852089596964067	1.31483382475867083	1.3000937514141165	1.2220117663930837	1.23104941645708364	1.07755462709653666	1.12525029264019198	1.3324843250510051	0.898708416158183419	1.05818251226517309	1.07814500353982223
chr1	11188889	11189030	55	MTOR_Exon41_NM004958	1.12364462666241434	1.19792060683643865	1.07160512347680072	1.12524225032522373	1.35525044052423525	1.19108834465534388	1.24908198589202864	1.17894046108859455	1.07927281153494933	1.16161809405391939	1.05628391110645589	0.884711450764849743	1.03923041502153344	1.01713425133101326
chr1	11189772	11189917	56	MTOR_Exon40_NM004958	1.37588059321897783	1.4565377600091087	1.16763191978251695	1.47743157567156432	1.57297065149882557	1.55666210803838818	1.45673790900549722	1.48467526008860328	1.40348607304281133	1.3936494138102815	1.4852960716778996	0.949769079692377117	1.14530358841683478	1.33629630111200329
chr1	11190563	11190856	57	MTOR_Exon39_NM004958	1.67037305582210886	1.58948331734607381	1.46559283724388518	1.56957426423263157	2.01444237178069679	2.096713871090935	1.86084798539780242	1.49661925901179292	2.1047100827324748	1.86284282359151414	1.94427096020073824	1.02395863850816243	1.2041803379518736	1.48161297659883429
chr1	11193114	11193276	58	MTOR_Exon38_NM004958	1.27693407237113855	1.35781269575006112	1.1164977376796381	1.44656076578171334	1.37201021398176861	1.26786942850247817	1.27723604451159449	1.19467916651750485	1.06728368282208308	1.34713978264881713	1.6369867567207365	1.10057010918067228	1.10078928274261047	1.31470727398512306
chr1	11194385	11194545	59	MTOR_Exon37_NM004958	1.18687620151279116	1.39896094684635547	0.962039389938906531	1.33263634495727368	1.229649197774467	1.16510773013754919	1.16449423726501417	1.08450888139284693	1.03612450953748016	1.26161143539342569	1.39181078565733529	1.06624712639753139	0.982862353540095854	1.35333768082800373
chr1	11199338	11199514	60	MTOR_Exon36_NM004958	1.04742722819061228	1.09009943910105621	0.978048911070801713	1.0929103815312118	1.07656255335829959	0.996210049355938863	1.06531721610081679	1.00926585253588088	0.856795267502147059	1.17961675279010497	1.20237353721946658	0.940176109362665327	0.971870315259999554	1.15730758128957035
chr1	11199567	11199737	61	MTOR_Exon35_NM004958	1.05733237322296285	1.17408053440941083	0.941637839891300059	1.16993934390810597	1.09080442696423306	1.07088651147353753	1.12599021728361989	0.894392081576485275	0.86703149003226847	1.17177532699079786	1.28577868891519667	0.893502558928435312	0.916033065476074147	1.14346876604905193
chr1	11204682	11204834	62	MTOR_Exon34_NM004958	1.31727780709752225	1.4725904703645847	1.16566681098239337	1.43420520243043233	1.38257160686594207	1.22532429845665439	1.323846080259174	1.25147380065034405	1.13470315720602585	1.3673281830960604	1.51910804529180308	1.18885388563845931	1.18833155893109865	1.47060839209481707
chr1	11205002	11205124	63	MTOR_Exon33_NM004958	1.32521749378651493	1.38870943881250365	1.21025515894346853	1.32315578945649506	1.39286759380735878	1.33666472422219496	1.27802991354710787	1.31908355221572335	1.17331627940057653	1.40602367332456847	1.51793317441377385	1.18322505829738666	1.28585973530774306	1.41270332747579332
chr1	11206710	11206870	64	MTOR_Exon32_NM004958	1.10810233373176198	1.07339630253418519	0.995876107091034339	1.18334335819908854	1.23873527559053449	1.08638423485798505	1.13752700229677174	1.11433494688569833	1.05870671038637396	1.17861068306491085	1.25229486889136342	1.04739218163364931	1.0091997125874553	1.02952895449385523
chr1	11210160	11210305	65	MTOR_Exon31_NM004958	1.22501033097794888	1.37828664713926647	1.11162631897899506	1.2554700243969631	1.26327812946152139	1.2879525774841426	1.23356079202693915	1.1162490717784388	1.11106260403806892	1.38907006195767378	1.26730485717790936	1.16198473386241538	1.13473561989626422	1.21455286451473722
chr1	11217186	11217370	66	MTOR_Exon30_NM004958	1.11982205355306894	1.25292635391769364	0.951574081175451982	1.25037146804338127	1.20269822299637309	1.13909474908864973	1.15543409903457699	1.03238531041681313	0.911373732469422352	1.32199748998605534	1.23162224957230116	1.0288241599422611	0.989993219527226772	1.08939156001968966
chr1	11227476	11227596	67	MTOR_Exon29_NM004958	0.910092260325913698	0.997108877629353207	0.919743493498746772	1.0288120210283355	0.798228762211558764	0.720757334559564963	0.813920182677862535	0.652859433565747425	0.704033320583159599	1.1970552946934697	1.0089791100515085	1.03702196201351417	1.08222602630967923	0.870453565414377703
chr1	11259292	11259482	68	MTOR_Exon28_NM004958	1.24860518695264284	1.30293719036866481	1.17019995969176935	1.3286662267498538	1.44697117594824498	1.20830897456465035	1.26862131199884979	1.32281216782330443	1.14994439493066624	1.2639412810728226	1.35815073500179765	0.993953298710751956	1.06660003338205927	1.35076068014092169
chr1	11259575	11259782	69	MTOR_Exon27_NM004958	1.09672286310756219	1.1710174225032384	1.01584452548065741	1.12480289438559423	1.26024825961988162	1.04984943398911165	1.17106727872631173	1.08673823169874041	0.977471109208156687	1.0703221008804298	1.18190875188796259	0.977906700410811431	0.969751507479409891	1.20046900412800264
chr1	11264595	11264782	70	MTOR_Exon26_NM004958	1.08129986872555656	1.16249693505653433	0.952099751465803358	1.18594012335013156	1.18426739734555237	0.955571325233012351	1.03516425527098811	1.03567157896746056	0.924030414100064581	1.23687395626806441	1.30831610503106019	0.97924718474236749	0.933138904896235656	1.1640803617049603
chr1	11269346	11269537	71	MTOR_Exon25_NM004958	1.01207952810556172	1.09764783920292132	0.990138681824282539	1.04394015761248447	1.06982091330544503	0.975127190394824432	1.00937808562712278	0.986220804312782939	0.933054532148935017	1.03946491921365192	1.05745760410346672	0.973744372517972755	0.998839014228272731	0.982199750880139699
chr1	11270848	11270985	72	MTOR_Exon24_NM004958	0.897680682140324806	0.995728535614009275	0.945721649932065865	0.7965351517855072	0.785249352863059002	0.847072470862151892	0.886142983163480625	0.794394153110494848	0.899021752988163587	0.812639969269936131	0.887687841799725196	1.01954329059006144	0.981490434040946738	1.01862128180462068
chr1	11272346	11272553	73	MTOR_Exon23_NM004958	1.25884900950760914	1.33296664050900541	1.10916669663364935	1.40053751320366107	1.43738532149834176	1.24700044825445487	1.24781197903119138	1.19688494699171823	1.12429712666274325	1.3568818641531123	1.39499741007506241	1.09304027616707686	1.08634376887483513	1.33772313154406683
chr1	11272830	11272987	74	MTOR_Exon22_NM004958	1.32939210643974841	1.34028252385056921	1.31036458780214695	1.37411607255539096	1.51653262005757741	1.30182921450842703	1.3166631456411129	1.44549820590974114	1.29553637841237108	1.25893285485118912	1.37177025728213658	1.19614808820551258	1.20050776155653499	1.35391567308401933
chr1	11273433	11273645	75	MTOR_Exon21_NM004958	1.14263672245761328	1.15677928914953835	1.02961125605273981	1.13029764751182077	1.34252990456276039	1.14708549599807664	1.18137766910619511	1.24431593984851774	1.08625148145511346	1.0670033821351217	1.2231070861536069	1.00820591435550572	1.01283634621234799	1.2248759794076281
chr1	11276182	11276313	76	MTOR_Exon20_NM004958	1.20814640558548277	1.21062508503958717	1.20130912526221974	1.18618646288865784	1.33663217677586556	1.22047458534180244	1.28604329425233867	1.14143517814881714	1.03105441504962794	1.1962245831773743	1.2950485098276472	1.24932000420226274	1.12440966592196627	1.22714018672310896
chr1	11288702	11288997	77	MTOR_Exon19_NM004958	1.24643352668529243	1.47380967359709776	1.25086366396587113	1.35096169284124003	1.29333729877522632	1.10899611338913218	1.23858141746282042	1.1260884387960169	1.08502634427705876	1.25523397645744941	1.37476619704633316	1.16632214254684786	1.04278085990901146	1.43686802784469616
chr1	11290959	11291133	78	MTOR_Exon18_NM004958	1.23838453445900584	1.36939447522223895	1.21557610834916826	1.38581463328348022	1.3925023472900368	1.11383189030028519	1.26241601523224767	1.12676247417438642	1.09750412239248562	1.31529161544343836	1.30240513747875525	1.11829327565093691	1.10193088428032643	1.2972759688692898
chr1	11291334	11291513	79	MTOR_Exon17_NM004958	1.20966232175859682	1.35851522578185331	1.2159909119779399	1.37238927903790069	1.32111909847029726	1.16716011176494937	1.26111883995721852	1.08862361947837531	1.00332354741059532	1.2946262597833154	1.22113059841108064	1.04407939943910132	1.16317762455986684	1.2143556667892648
chr1	11292470	11292607	80	MTOR_Exon16_NM004958	1.0777397553162399	1.09172504849929183	1.13163274350845488	1.10120067067120811	1.11066800359910147	1.04811427291916045	1.08656304397589951	1.01984340728192639	0.924619438793693697	0.985507716212049781	1.07017873438704021	1.19240322214798763	0.987082972126650138	1.26107754498865465
chr1	11293432	11293566	81	MTOR_Exon15_NM004958	0.93769928353515668	0.937195104359550332	1.10279232835021701	0.797480212062575774	0.99449607937057106	0.847237139247528037	0.875245943609713713	0.986288135866429552	0.923907427180378409	0.844047451539723134	0.742307970279606702	1.12004000239180092	1.07350646646224951	0.945546425236692675
chr1	11294177	11294344	82	MTOR_Exon14_NM004958	1.42072346306135406	1.66459328425218267	1.41093768854272731	1.46046464197102641	1.59789227434661277	1.35360414717819816	1.37874943288912866	1.40180523380906405	1.21859569216292002	1.3823518511559439	1.52274522040522294	1.31329770954177429	1.2307016334378526	1.53366621010494907
chr1	11297877	11298127	83	MTOR_Exon13_NM004958	1.47572226083222182	1.790670011963335	1.35592953824163069	1.73393589336327534	1.57395097315131776	1.3489218433823128	1.4521120560353962	1.31446784634273126	1.22294572879562274	1.62725741631797644	1.75580223186308523	1.23085079418622191	1.33314922886997654	1.44439582830600179
chr1	11298436	11298696	84	MTOR_Exon12_NM004958	1.16469556956776996	1.35184953601671925	1.10832995203193462	1.26203949939712783	1.20837069075222348	1.13232645928267428	1.13073804803903238	1.02377332495120721	1.00220011731199265	1.2454369298114587	1.41696657864959975	1.04775477672526243	1.01886902272722014	1.19238746868455678
chr1	11300337	11300626	85	MTOR_Exon11_NM004958	1.11998501408376875	1.31613375000294951	1.02521314755990891	1.23719323792468706	1.09549942449779504	1.01695864721005571	1.05120470502189442	0.899942183728942053	0.937301525973218681	1.23687395626806441	1.40639768164695676	1.09606599319452898	1.07503482541219323	1.16598610464779895
chr1	11301587	11301760	86	MTOR_Exon10_NM004958	1.12807616212440735	1.28042135621429301	1.00069912838767894	1.27900532616686753	1.09989977313577427	1.0464915965949304	1.12800415316452848	0.884246103500334531	0.880252806976261495	1.36767328307024852	1.33780441621234336	1.10993501430852636	1.10940762019775804	1.14114952968775065
chr1	11303148	11303379	87	MTOR_Exon9_NM004958	1.10348726580586524	1.25699126311089533	1.1116446862887168	1.27570840177237994	1.04610081099274384	0.964766090491027821	1.01458782485792075	0.900377042006423372	0.883736344909090641	1.23123771130899371	1.17739354450327353	1.17014929928577246	1.07049289351093429	1.24214854243807561
